device_id,device_type,data_type,data_size_kb,sampling_rate_hz,encryption_algorithm,key_size_bits,key_rotation_days,data_age_years,expected_retention_years,confidentiality_level,regulatory_requirement,access_frequency,risk_label,compliance_score,device_uptime_days
health_monitor_04609,health_monitor,heart_rate,36.16,2.184,ECC-256,256,90,6.72,17.7,critical,"HIPAA, GDPR",daily,critical,0.8704465203163156,892
industrial_monitor_04610,industrial_monitor,pressure,208.65,34.879,RSA-2048,2048,365,4.24,5.8,high,"ISO27001, NIST",hourly,high,0.8829427705328721,1289
smart_home_sensor_04611,smart_home_sensor,temperature,25.42,0.255,RSA-2048,2048,90,4.17,4.9,low,GDPR,monthly,high,0.7828257291464443,71
industrial_monitor_04612,industrial_monitor,pressure,213.45,98.286,ECC-384,384,180,4.22,12.4,high,"ISO27001, NIST",weekly,high,0.7909007884423961,3510
environmental_sensor_04613,environmental_sensor,air_quality,33.96,0.069,RSA-2048,2048,730,5.29,5.2,low,None,weekly,medium,0.7413693255098396,3477
smart_home_sensor_04614,smart_home_sensor,temperature,29.33,0.947,ECC-384,384,365,1.94,1.4,low,GDPR,daily,low,0.9488819237363644,2847
health_monitor_04615,health_monitor,temperature,74.87,2.681,RSA-2048,2048,90,2.02,12.4,critical,"HIPAA, GDPR",rarely,critical,0.8450106918853084,70
industrial_monitor_04616,industrial_monitor,pressure,202.51,29.338,ECC-256,256,30,5.14,14.6,high,"ISO27001, NIST",hourly,critical,0.7292717621344647,3017
health_monitor_04617,health_monitor,heart_rate,57.37,8.342,RSA-3072,3072,30,4.45,16.9,critical,"HIPAA, GDPR",monthly,critical,0.8332915778613657,1359
environmental_sensor_04618,environmental_sensor,particulate_matter,55.08,0.061,ECC-256,256,90,7.34,6.8,low,None,monthly,medium,0.8021501779034386,1655
environmental_sensor_04619,environmental_sensor,air_quality,44.41,0.039,ECC-256,256,730,2.25,5.0,low,None,daily,medium,0.9070126003887222,3563
environmental_sensor_04620,environmental_sensor,noise,53.2,0.043,ECC-384,384,90,1.23,4.9,low,None,monthly,low,0.7559737537482552,868
environmental_sensor_04621,environmental_sensor,co2,28.07,0.019,RSA-2048,2048,90,1.04,6.9,low,None,weekly,medium,0.9805891274764461,585
location_tracker_04622,location_tracker,altitude,44.01,0.967,RSA-2048,2048,30,6.88,5.8,high,"GDPR, CCPA",daily,high,0.9343478922998526,1143
location_tracker_04623,location_tracker,altitude,27.27,0.94,ECC-256,256,365,1.17,6.2,high,"GDPR, CCPA",rarely,critical,0.8174531623118889,1752
smart_home_sensor_04624,smart_home_sensor,motion,14.2,0.562,RSA-2048,2048,90,2.99,1.3,low,GDPR,weekly,medium,0.7564457804993443,1093
environmental_sensor_04625,environmental_sensor,particulate_matter,39.64,0.038,RSA-4096,4096,30,5.81,3.8,low,None,monthly,low,0.93025197107431,3161
industrial_monitor_04626,industrial_monitor,vibration,71.38,97.17,ECC-256,256,90,7.4,11.3,high,"ISO27001, NIST",monthly,critical,0.7355728782026236,1560
smart_home_sensor_04627,smart_home_sensor,humidity,16.57,0.988,ECC-256,256,180,1.25,2.2,low,GDPR,rarely,medium,0.7262110038539027,1196
environmental_sensor_04628,environmental_sensor,air_quality,28.29,0.082,RSA-2048,2048,30,5.53,5.1,low,None,hourly,medium,0.9039605803691515,635
industrial_monitor_04629,industrial_monitor,flow_rate,111.55,54.851,ECC-256,256,90,1.39,11.3,high,"ISO27001, NIST",weekly,critical,0.760086870772393,2137
environmental_sensor_04630,environmental_sensor,noise,55.87,0.066,RSA-4096,4096,730,5.55,6.3,low,None,weekly,low,0.8929238621120648,1170
environmental_sensor_04631,environmental_sensor,air_quality,47.81,0.064,RSA-2048,2048,90,3.73,4.0,low,None,rarely,medium,0.8065933186579217,3167
smart_home_sensor_04632,smart_home_sensor,temperature,16.53,0.294,ECC-256,256,365,4.46,3.0,low,GDPR,daily,medium,0.7287595900999252,3219
industrial_monitor_04633,industrial_monitor,temperature,141.31,36.236,ECC-256,256,180,5.19,10.6,high,"ISO27001, NIST",rarely,critical,0.8873422627723093,1988
smart_home_sensor_04634,smart_home_sensor,temperature,19.07,0.258,ECC-256,256,180,2.64,1.6,low,GDPR,rarely,medium,0.8939192156310201,1783
industrial_monitor_04635,industrial_monitor,pressure,246.74,95.502,AES-256,256,90,5.49,6.8,high,"ISO27001, NIST",monthly,medium,0.8620445852507433,426
health_monitor_04636,health_monitor,temperature,104.24,1.705,RSA-2048,2048,730,0.8,27.8,critical,"HIPAA, GDPR",daily,critical,0.8046617603695324,125
smart_home_sensor_04637,smart_home_sensor,door_status,18.26,0.402,RSA-3072,3072,90,0.36,2.7,low,GDPR,daily,medium,0.9741606837470871,1418
industrial_monitor_04638,industrial_monitor,temperature,180.49,26.675,RSA-2048,2048,1825,6.41,6.9,high,"ISO27001, NIST",monthly,high,0.9040710352555476,2692
location_tracker_04639,location_tracker,altitude,40.79,0.551,RSA-2048,2048,90,1.66,5.6,high,"GDPR, CCPA",rarely,high,0.8663125898117076,519
environmental_sensor_04640,environmental_sensor,co2,48.91,0.09,RSA-2048,2048,365,0.46,4.5,low,None,hourly,medium,0.8443106690738745,299
location_tracker_04641,location_tracker,speed,21.83,0.341,RSA-3072,3072,90,2.47,7.2,high,"GDPR, CCPA",monthly,medium,0.952905769567183,620
industrial_monitor_04642,industrial_monitor,temperature,204.8,60.119,RSA-3072,3072,90,3.41,13.6,high,"ISO27001, NIST",monthly,critical,0.9883785264737968,790
industrial_monitor_04643,industrial_monitor,pressure,213.21,83.784,ECC-384,384,90,3.51,10.6,high,"ISO27001, NIST",rarely,high,0.8671738353732547,391
environmental_sensor_04644,environmental_sensor,particulate_matter,61.28,0.094,RSA-2048,2048,180,0.57,3.1,low,None,monthly,medium,0.7148264610675273,3046
location_tracker_04645,location_tracker,altitude,32.57,0.378,ECC-256,256,1825,2.34,4.7,high,"GDPR, CCPA",weekly,high,0.8473713347311468,869
smart_home_sensor_04646,smart_home_sensor,motion,11.32,0.927,RSA-2048,2048,1825,6.9,2.5,low,GDPR,hourly,medium,0.893654280196456,2151
location_tracker_04647,location_tracker,altitude,32.01,0.538,RSA-2048,2048,90,7.1,7.4,high,"GDPR, CCPA",monthly,high,0.945260015225398,941
environmental_sensor_04648,environmental_sensor,noise,18.01,0.042,RSA-3072,3072,730,7.76,2.4,low,None,weekly,low,0.7931546642656397,2022
environmental_sensor_04649,environmental_sensor,air_quality,41.88,0.02,ECC-256,256,730,1.75,2.7,low,None,daily,medium,0.9029485796243825,1147
environmental_sensor_04650,environmental_sensor,particulate_matter,58.51,0.068,ECC-256,256,90,6.19,6.0,low,None,weekly,medium,0.7138805460753986,2846
environmental_sensor_04651,environmental_sensor,co2,31.15,0.044,ECC-384,384,730,4.68,6.6,low,None,monthly,low,0.8054337112702531,1000
health_monitor_04652,health_monitor,heart_rate,100.88,2.996,ECC-256,256,365,7.58,26.5,critical,"HIPAA, GDPR",monthly,critical,0.789686491133699,447
location_tracker_04653,location_tracker,gps_coordinates,54.18,0.851,RSA-2048,2048,90,3.89,9.6,high,"GDPR, CCPA",rarely,critical,0.7256784661000996,3045
smart_home_sensor_04654,smart_home_sensor,humidity,28.52,0.777,RSA-2048,2048,730,5.81,3.7,low,GDPR,monthly,medium,0.9105836130339307,2979
industrial_monitor_04655,industrial_monitor,flow_rate,178.46,24.494,RSA-2048,2048,730,0.2,5.5,high,"ISO27001, NIST",weekly,high,0.81053928621368,3518
location_tracker_04656,location_tracker,gps_coordinates,52.79,0.661,RSA-2048,2048,180,1.48,9.2,high,"GDPR, CCPA",weekly,critical,0.7653668267653914,1512
smart_home_sensor_04657,smart_home_sensor,motion,30.69,0.53,RSA-2048,2048,30,4.19,2.3,low,GDPR,monthly,medium,0.7441375685418378,2983
environmental_sensor_04658,environmental_sensor,co2,49.36,0.027,AES-256,256,1825,6.07,5.9,low,None,monthly,low,0.9711072360673485,3598
health_monitor_04659,health_monitor,heart_rate,94.36,2.071,ECC-256,256,90,7.43,28.4,critical,"HIPAA, GDPR",hourly,critical,0.7416321433140844,3192
health_monitor_04660,health_monitor,heart_rate,54.28,4.101,RSA-2048,2048,90,6.69,29.1,critical,"HIPAA, GDPR",weekly,critical,0.9597053200051693,1690
health_monitor_04661,health_monitor,temperature,116.1,9.448,ECC-256,256,1825,7.92,23.1,critical,"HIPAA, GDPR",rarely,critical,0.8559103768157389,494
location_tracker_04662,location_tracker,gps_coordinates,43.5,0.505,AES-256,256,1825,2.1,3.2,high,"GDPR, CCPA",rarely,medium,0.7093422426737793,2256
location_tracker_04663,location_tracker,speed,43.09,0.774,ECC-384,384,90,0.28,7.1,high,"GDPR, CCPA",rarely,medium,0.9874723289145376,3510
environmental_sensor_04664,environmental_sensor,noise,31.04,0.075,RSA-2048,2048,730,1.8,3.4,low,None,weekly,medium,0.8659177668714049,739
smart_home_sensor_04665,smart_home_sensor,humidity,18.56,0.396,RSA-2048,2048,365,6.32,1.8,low,GDPR,hourly,medium,0.7952843956898891,2799
environmental_sensor_04666,environmental_sensor,particulate_matter,31.59,0.033,ECC-384,384,730,0.31,2.3,low,None,daily,low,0.7804679808504629,1685
health_monitor_04667,health_monitor,heart_rate,72.74,1.323,AES-256,256,730,5.1,27.2,critical,"HIPAA, GDPR",hourly,high,0.7951671201312881,2592
location_tracker_04668,location_tracker,speed,34.83,0.693,ECC-256,256,90,6.62,3.9,high,"GDPR, CCPA",rarely,high,0.7644553653527799,1262
smart_home_sensor_04669,smart_home_sensor,door_status,16.07,0.105,ECC-384,384,365,4.1,2.1,low,GDPR,rarely,low,0.7736529618196133,2188
industrial_monitor_04670,industrial_monitor,vibration,198.5,76.928,RSA-3072,3072,180,1.86,14.1,high,"ISO27001, NIST",rarely,high,0.8137301961697073,1757
smart_home_sensor_04671,smart_home_sensor,humidity,8.43,0.174,RSA-2048,2048,180,0.51,4.8,low,GDPR,hourly,medium,0.8561936704993389,1095
environmental_sensor_04672,environmental_sensor,particulate_matter,55.14,0.074,RSA-3072,3072,180,2.24,4.1,low,None,weekly,low,0.9177071023146054,2515
health_monitor_04673,health_monitor,blood_pressure,119.68,2.187,RSA-2048,2048,30,7.36,18.7,critical,"HIPAA, GDPR",monthly,critical,0.7909323960282908,2220
environmental_sensor_04674,environmental_sensor,air_quality,62.27,0.023,RSA-2048,2048,30,4.96,5.7,low,None,monthly,medium,0.7405619172840293,1069
smart_home_sensor_04675,smart_home_sensor,door_status,28.74,0.961,RSA-2048,2048,1825,4.48,4.0,low,GDPR,monthly,medium,0.7061742606409471,977
location_tracker_04676,location_tracker,altitude,18.47,0.493,ECC-384,384,180,4.81,3.8,high,"GDPR, CCPA",monthly,medium,0.8116342372164657,1884
health_monitor_04677,health_monitor,heart_rate,119.98,9.874,ECC-256,256,730,4.32,17.8,critical,"HIPAA, GDPR",daily,critical,0.9372759616344654,2181
industrial_monitor_04678,industrial_monitor,flow_rate,162.7,84.096,RSA-2048,2048,1825,3.86,9.6,high,"ISO27001, NIST",weekly,critical,0.7986584324432031,1483
smart_home_sensor_04679,smart_home_sensor,door_status,26.56,0.807,RSA-2048,2048,90,2.04,1.8,low,GDPR,daily,medium,0.7651480187718092,3073
industrial_monitor_04680,industrial_monitor,temperature,177.1,87.061,RSA-2048,2048,180,2.16,10.8,high,"ISO27001, NIST",hourly,critical,0.9734866127646826,1969
industrial_monitor_04681,industrial_monitor,vibration,221.26,31.64,ECC-256,256,365,4.37,9.6,high,"ISO27001, NIST",monthly,critical,0.8986875698850576,1171
smart_home_sensor_04682,smart_home_sensor,temperature,26.26,0.664,RSA-3072,3072,30,3.46,3.9,low,GDPR,weekly,medium,0.9926982979259704,351
smart_home_sensor_04683,smart_home_sensor,humidity,25.73,0.183,RSA-3072,3072,180,5.28,4.9,low,GDPR,weekly,medium,0.8682510376952,2592
health_monitor_04684,health_monitor,spo2,61.56,9.918,RSA-3072,3072,365,1.46,16.7,critical,"HIPAA, GDPR",daily,critical,0.8622667384272946,1295
industrial_monitor_04685,industrial_monitor,flow_rate,88.39,92.719,RSA-3072,3072,90,7.95,8.9,high,"ISO27001, NIST",hourly,critical,0.9915889592037692,3259
environmental_sensor_04686,environmental_sensor,air_quality,21.72,0.028,ECC-384,384,730,7.72,4.1,low,None,monthly,low,0.8831990707997388,1993
location_tracker_04687,location_tracker,speed,55.73,0.165,RSA-3072,3072,365,1.5,3.4,high,"GDPR, CCPA",monthly,high,0.8544200762603363,3418
health_monitor_04688,health_monitor,temperature,39.82,1.091,RSA-2048,2048,30,0.61,13.2,critical,"HIPAA, GDPR",monthly,critical,0.7716159630699824,998
environmental_sensor_04689,environmental_sensor,air_quality,57.05,0.072,ECC-256,256,1825,3.41,6.2,low,None,rarely,high,0.8148810643217427,1905
industrial_monitor_04690,industrial_monitor,pressure,65.21,97.059,RSA-4096,4096,30,3.62,6.4,high,"ISO27001, NIST",hourly,medium,0.868622354246932,2793
location_tracker_04691,location_tracker,altitude,43.24,0.934,ECC-256,256,180,0.22,9.2,high,"GDPR, CCPA",monthly,high,0.8692857996153895,3498
smart_home_sensor_04692,smart_home_sensor,humidity,22.85,0.716,RSA-2048,2048,180,7.46,1.6,low,GDPR,rarely,medium,0.8366384875300907,224
location_tracker_04693,location_tracker,speed,35.6,0.563,RSA-4096,4096,90,0.48,8.3,high,"GDPR, CCPA",daily,high,0.9068299819104657,2744
industrial_monitor_04694,industrial_monitor,temperature,75.28,87.724,AES-256,256,90,3.92,14.5,high,"ISO27001, NIST",monthly,high,0.7470753277836011,1583
smart_home_sensor_04695,smart_home_sensor,temperature,18.4,0.378,RSA-2048,2048,730,7.17,4.0,low,GDPR,monthly,high,0.9602441805789572,1931
smart_home_sensor_04696,smart_home_sensor,temperature,21.02,0.842,AES-256,256,90,4.63,3.9,low,GDPR,weekly,low,0.9212149528941638,2495
smart_home_sensor_04697,smart_home_sensor,temperature,26.68,0.693,RSA-2048,2048,30,3.49,4.8,low,GDPR,monthly,high,0.9472232821337276,1489
industrial_monitor_04698,industrial_monitor,vibration,124.52,74.494,ECC-256,256,730,1.9,10.4,high,"ISO27001, NIST",monthly,critical,0.7106100811980703,2920
location_tracker_04699,location_tracker,altitude,28.57,0.336,ECC-384,384,1825,7.1,6.8,high,"GDPR, CCPA",rarely,medium,0.9346519578174879,489
location_tracker_04700,location_tracker,speed,50.87,0.605,RSA-2048,2048,365,4.59,6.0,high,"GDPR, CCPA",rarely,high,0.921895410830077,3185
health_monitor_04701,health_monitor,blood_pressure,61.94,5.6,ECC-384,384,30,6.86,25.7,critical,"HIPAA, GDPR",monthly,critical,0.706085258491457,1124
environmental_sensor_04702,environmental_sensor,particulate_matter,55.41,0.04,RSA-2048,2048,180,0.38,2.9,low,None,monthly,medium,0.8352508423305266,539
industrial_monitor_04703,industrial_monitor,pressure,154.74,12.539,ECC-384,384,30,5.18,9.0,high,"ISO27001, NIST",daily,high,0.7914178642033755,2157
health_monitor_04704,health_monitor,heart_rate,79.41,3.867,ECC-256,256,1825,1.94,24.1,critical,"HIPAA, GDPR",weekly,critical,0.7766953761238989,2032
location_tracker_04705,location_tracker,altitude,54.18,0.827,ECC-256,256,1825,6.96,3.5,high,"GDPR, CCPA",monthly,high,0.7471096311683111,3156
health_monitor_04706,health_monitor,temperature,104.54,9.41,RSA-2048,2048,365,4.43,20.1,critical,"HIPAA, GDPR",daily,critical,0.776002250611528,2617
location_tracker_04707,location_tracker,altitude,22.86,0.358,ECC-256,256,730,0.76,9.8,high,"GDPR, CCPA",weekly,critical,0.9286369255420629,3649
health_monitor_04708,health_monitor,temperature,102.57,3.555,RSA-2048,2048,180,1.51,13.2,critical,"HIPAA, GDPR",hourly,critical,0.9723458630248685,2246
health_monitor_04709,health_monitor,spo2,89.29,4.752,ECC-256,256,730,1.01,14.8,critical,"HIPAA, GDPR",weekly,critical,0.8053269506996215,3548
industrial_monitor_04710,industrial_monitor,pressure,110.87,16.526,ECC-256,256,1825,1.5,7.1,high,"ISO27001, NIST",monthly,high,0.7856174185997656,2212
industrial_monitor_04711,industrial_monitor,temperature,118.54,40.389,RSA-2048,2048,730,4.12,6.6,high,"ISO27001, NIST",monthly,high,0.7879507712989449,975
health_monitor_04712,health_monitor,spo2,98.57,4.156,RSA-2048,2048,365,6.75,18.3,critical,"HIPAA, GDPR",rarely,critical,0.8602931004040603,1542
smart_home_sensor_04713,smart_home_sensor,temperature,22.84,0.478,ECC-256,256,90,4.65,1.7,low,GDPR,hourly,medium,0.71368567127642,1116
location_tracker_04714,location_tracker,gps_coordinates,54.62,0.569,RSA-2048,2048,180,2.58,9.9,high,"GDPR, CCPA",hourly,critical,0.872390544021708,2394
environmental_sensor_04715,environmental_sensor,air_quality,53.52,0.019,RSA-3072,3072,365,5.84,3.1,low,None,monthly,low,0.9760497417540741,1087
smart_home_sensor_04716,smart_home_sensor,temperature,13.0,0.813,RSA-2048,2048,365,2.91,2.2,low,GDPR,weekly,medium,0.847737397344844,3573
smart_home_sensor_04717,smart_home_sensor,door_status,9.07,0.898,RSA-2048,2048,90,0.64,2.7,low,GDPR,monthly,medium,0.8195444239151483,2324
smart_home_sensor_04718,smart_home_sensor,door_status,29.52,0.22,RSA-2048,2048,365,2.04,4.8,low,GDPR,weekly,high,0.7119153291704271,3566
location_tracker_04719,location_tracker,speed,51.62,0.348,ECC-256,256,90,5.65,8.5,high,"GDPR, CCPA",rarely,critical,0.8643128977660129,986
environmental_sensor_04720,environmental_sensor,particulate_matter,36.57,0.038,ECC-384,384,365,4.94,2.8,low,None,hourly,low,0.7409184645143299,3388
location_tracker_04721,location_tracker,speed,57.65,0.243,ECC-256,256,30,1.48,3.7,high,"GDPR, CCPA",weekly,high,0.8384740428104553,1436
environmental_sensor_04722,environmental_sensor,co2,58.3,0.059,RSA-3072,3072,365,0.6,3.6,low,None,weekly,low,0.7926809186934258,1452
industrial_monitor_04723,industrial_monitor,pressure,177.78,27.367,RSA-4096,4096,90,4.34,8.4,high,"ISO27001, NIST",weekly,high,0.778252989389637,313
location_tracker_04724,location_tracker,speed,25.59,0.719,ECC-256,256,1825,3.49,6.0,high,"GDPR, CCPA",rarely,high,0.9872572918902132,201
smart_home_sensor_04725,smart_home_sensor,door_status,8.03,0.325,ECC-256,256,90,1.76,3.9,low,GDPR,weekly,high,0.9363074831723803,684
location_tracker_04726,location_tracker,gps_coordinates,49.76,0.974,RSA-3072,3072,730,3.38,8.1,high,"GDPR, CCPA",rarely,critical,0.7358573927518371,750
health_monitor_04727,health_monitor,blood_pressure,123.8,8.058,ECC-256,256,30,7.44,23.8,critical,"HIPAA, GDPR",monthly,critical,0.7948761934454172,3125
environmental_sensor_04728,environmental_sensor,co2,30.06,0.024,RSA-3072,3072,365,4.19,3.6,low,None,daily,medium,0.9110082391768242,874
environmental_sensor_04729,environmental_sensor,air_quality,28.23,0.045,RSA-2048,2048,1825,0.91,6.7,low,None,rarely,medium,0.9470676526754391,71
industrial_monitor_04730,industrial_monitor,flow_rate,148.84,25.145,RSA-2048,2048,30,6.49,9.0,high,"ISO27001, NIST",daily,critical,0.8579526076174874,988
location_tracker_04731,location_tracker,gps_coordinates,44.1,0.419,RSA-2048,2048,1825,2.07,8.0,high,"GDPR, CCPA",daily,high,0.9700898603039252,2226
smart_home_sensor_04732,smart_home_sensor,humidity,13.49,0.55,ECC-256,256,30,4.34,4.6,low,GDPR,hourly,medium,0.8084740377210584,2742
industrial_monitor_04733,industrial_monitor,vibration,239.85,60.677,ECC-384,384,1825,0.89,9.6,high,"ISO27001, NIST",rarely,high,0.7228388613415477,304
location_tracker_04734,location_tracker,altitude,26.63,0.522,RSA-4096,4096,30,3.32,7.4,high,"GDPR, CCPA",hourly,medium,0.9824545233249635,141
location_tracker_04735,location_tracker,gps_coordinates,58.68,0.326,ECC-384,384,365,6.63,9.8,high,"GDPR, CCPA",weekly,high,0.8241260550529047,2336
health_monitor_04736,health_monitor,blood_pressure,64.88,6.459,ECC-256,256,1825,6.2,13.0,critical,"HIPAA, GDPR",weekly,critical,0.7069239679727806,3531
industrial_monitor_04737,industrial_monitor,pressure,107.73,77.528,ECC-384,384,30,0.16,10.2,high,"ISO27001, NIST",monthly,high,0.9157599807441203,1973
environmental_sensor_04738,environmental_sensor,noise,51.84,0.033,ECC-256,256,180,2.86,2.9,low,None,daily,low,0.7755345576446371,50
smart_home_sensor_04739,smart_home_sensor,temperature,15.23,0.114,ECC-384,384,730,6.64,1.9,low,GDPR,rarely,low,0.7273046423995064,1310
smart_home_sensor_04740,smart_home_sensor,motion,29.59,0.146,AES-256,256,1825,1.93,3.2,low,GDPR,rarely,low,0.9532196559418613,3098
health_monitor_04741,health_monitor,spo2,46.13,3.71,RSA-2048,2048,365,4.71,25.0,critical,"HIPAA, GDPR",rarely,critical,0.7727716676002445,1174
industrial_monitor_04742,industrial_monitor,pressure,213.29,17.967,ECC-256,256,180,1.59,14.0,high,"ISO27001, NIST",rarely,critical,0.8630115052059364,1231
